date,state,fips,cases,deaths,negative,recovered,income,percentile,happiness_score,emotional_physical,work,community_env,happiness_percentile,cases_pop,,
09/03/2020,Florida,12,18,0,140,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,8.38077E-07,,
10/03/2020,Florida,12,19,0,222,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,8.84637E-07,,
11/03/2020,Florida,12,28,2,301,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,1.30368E-06,,
12/03/2020,Florida,12,32,2,301,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,1.48991E-06,,
13/03/2020,Florida,12,50,2,478,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,2.32799E-06,,
14/03/2020,Florida,12,77,3,478,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,3.58511E-06,,
15/03/2020,Florida,12,116,4,678,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,5.40094E-06,,
16/03/2020,Florida,12,141,4,684,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,6.56494E-06,,
17/03/2020,Florida,12,186,6,940,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,8.66013E-06,,
18/03/2020,Florida,12,314,7,1225,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,1.46198E-05,,
19/03/2020,Florida,12,390,8,1533,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,1.81583E-05,,
20/03/2020,Florida,12,520,10,1870,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,2.42111E-05,,
21/03/2020,Florida,12,658,12,6579,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,3.06364E-05,,
22/03/2020,Florida,12,830,13,7990,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,3.86447E-05,,
23/03/2020,Florida,12,1171,14,11063,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,5.45216E-05,,
24/03/2020,Florida,12,1412,18,13127,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,6.57425E-05,,
25/03/2020,Florida,12,1682,22,15374,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,7.83137E-05,,
26/03/2020,Florida,12,2355,28,23741,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000109648,,
27/03/2020,Florida,12,2765,34,28186,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000128738,,
28/03/2020,Florida,12,3763,54,35366,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000175205,,
29/03/2020,Florida,12,4246,56,39070,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000197693,,
30/03/2020,Florida,12,5473,63,48225,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000254822,,
31/03/2020,Florida,12,6338,77,54285,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000295096,,
01/04/2020,Florida,12,6955,87,59529,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000323824,,
02/04/2020,Florida,12,8010,128,69286,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000372944,,
03/04/2020,Florida,12,9585,163,82137,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000446276,,
04/04/2020,Florida,12,11111,191,90956,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000517326,,
05/04/2020,Florida,12,12151,218,101253,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000565749,,
06/04/2020,Florida,12,13324,236,109950,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000620363,,
07/04/2020,Florida,12,14747,296,123415,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000686618,,
08/04/2020,Florida,12,15455,309,127679,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000719582,,
09/04/2020,Florida,12,16364,354,136185,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000761905,,
10/04/2020,Florida,12,17531,390,145299,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000816241,,
11/04/2020,Florida,12,18494,438,154439,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000861078,,
12/04/2020,Florida,12,19355,465,163398,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000901166,,
13/04/2020,Florida,12,20601,483,175606,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000959179,,
14/04/2020,Florida,12,21367,537,181813,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.000994844,,
15/04/2020,Florida,12,22511,609,190998,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001048109,,
16/04/2020,Florida,12,22897,646,196351,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001066081,,
17/04/2020,Florida,12,24119,699,210718,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001122977,,
18/04/2020,Florida,12,25269,754,221258,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001176521,,
19/04/2020,Florida,12,25996,781,230083,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.00121037,,
20/04/2020,Florida,12,26660,806,239565,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001241285,,
21/04/2020,Florida,12,27495,856,249564,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001280163,,
22/04/2020,Florida,12,28309,910,260318,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001318063,,
23/04/2020,Florida,12,28832,979,267876,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001342413,,
24/04/2020,Florida,12,30174,1031,286785,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001404897,,
25/04/2020,Florida,12,30839,1075,302260,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001435859,,
26/04/2020,Florida,12,31528,1094,313085,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001467939,,
27/04/2020,Florida,12,32138,1101,324325,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.00149634,,
28/04/2020,Florida,12,32846,1154,334029,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001529305,,
29/04/2020,Florida,12,33193,1240,340295,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001545461,,
30/04/2020,Florida,12,33690,1290,348715,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001568601,,
01/05/2020,Florida,12,34728,1314,367971,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.00161693,,
02/05/2020,Florida,12,35463,1388,380549,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001651152,,
03/05/2020,Florida,12,36078,1403,392111,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001679786,,
04/05/2020,Florida,12,36897,1423,407373,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001717918,,
05/05/2020,Florida,12,37439,1536,428252,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001743154,,
06/05/2020,Florida,12,38002,1605,442049,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001769367,,
07/05/2020,Florida,12,38828,1667,454122,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001807825,,
08/05/2020,Florida,12,39199,1738,474142,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001825099,,
09/05/2020,Florida,12,40001,1785,487730,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.00186244,,
10/05/2020,Florida,12,40596,1791,498352,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001890143,,
11/05/2020,Florida,12,40982,1805,520075,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001908115,,
12/05/2020,Florida,12,41923,1849,537681,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.001951928,,
13/05/2020,Florida,12,42402,1898,552361,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.00197423,,
14/05/2020,Florida,12,43210,1948,565627,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002011851,,
15/05/2020,Florida,12,43210,1991,565627,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002011851,,
16/05/2020,Florida,12,44811,2040,585236,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002086393,,
17/05/2020,Florida,12,45588,2049,606204,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.00212257,,
18/05/2020,Florida,12,46442,2073,629970,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002162332,,
19/05/2020,Florida,12,46944,2129,668911,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002185705,,
20/05/2020,Florida,12,47471,2173,723877,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002210242,,
21/05/2020,Florida,12,48675,2222,765254,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.0022663,,
22/05/2020,Florida,12,49451,2268,786045,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002302431,,
23/05/2020,Florida,12,50127,2312,806310,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002333905,,
24/05/2020,Florida,12,50867,2316,820368,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002368359,,
25/05/2020,Florida,12,51746,2331,856489,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002409285,,
26/05/2020,Florida,12,52255,2338,870969,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002432984,,
27/05/2020,Florida,12,52634,2400,880937,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002450631,,
28/05/2020,Florida,12,53285,2446,898331,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002480941,,
29/05/2020,Florida,12,54497,2495,928742,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002537372,,
30/05/2020,Florida,12,55424,2530,939544,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002580533,,
31/05/2020,Florida,12,56163,2534,965186,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.00261494,,
01/06/2020,Florida,12,56830,2543,983570,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002645996,,
02/06/2020,Florida,12,57447,2613,992305,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002674723,,
03/06/2020,Florida,12,58764,2650,1022149,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002736042,,
04/06/2020,Florida,12,60183,2691,1046860,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002802111,,
05/06/2020,Florida,12,61488,2745,1073452,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002862871,,
06/06/2020,Florida,12,62758,2773,1111427,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002922002,,
07/06/2020,Florida,12,63938,2786,1152220,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.002976943,,
08/06/2020,Florida,12,64904,2798,1169646,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.00302192,,
09/06/2020,Florida,12,66000,2851,1192305,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.003072949,,
10/06/2020,Florida,12,67371,2889,1211652,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.003136783,,
11/06/2020,Florida,12,69069,2938,1237679,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.003215842,,
12/06/2020,Florida,12,70971,2967,1264928,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.003304398,,
13/06/2020,Florida,12,73552,3016,1296861,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.003424569,,
14/06/2020,Florida,12,75568,3022,1333447,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.003518434,,
15/06/2020,Florida,12,77326,3030,1352858,0,54644,"$55,000 - $63,000",50.75,17,27,47,4,0.003600286,,
09/03/2020,Georgia,13,12,0,0,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,1.13022E-06,,
10/03/2020,Georgia,13,17,0,0,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,1.60114E-06,,
11/03/2020,Georgia,13,22,0,0,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,2.07207E-06,,
12/03/2020,Georgia,13,31,0,0,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,2.91973E-06,,
13/03/2020,Georgia,13,42,1,0,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,3.95576E-06,,
14/03/2020,Georgia,13,66,1,0,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,6.2162E-06,,
15/03/2020,Georgia,13,99,1,0,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,9.3243E-06,,
16/03/2020,Georgia,13,121,1,0,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,1.13964E-05,,
17/03/2020,Georgia,13,146,1,0,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,1.3751E-05,,
18/03/2020,Georgia,13,197,1,1311,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,1.85544E-05,,
19/03/2020,Georgia,13,287,10,1544,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,2.7031E-05,,
20/03/2020,Georgia,13,420,13,1966,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,3.95576E-05,,
21/03/2020,Georgia,13,507,14,2557,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,4.77517E-05,,
22/03/2020,Georgia,13,600,23,3420,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,5.65109E-05,,
23/03/2020,Georgia,13,772,25,4297,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,7.27107E-05,,
24/03/2020,Georgia,13,1026,32,4458,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,9.66336E-05,,
25/03/2020,Georgia,13,1247,40,4932,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000117448,,
26/03/2020,Georgia,13,1525,48,7401,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000143632,,
27/03/2020,Georgia,13,2001,64,7864,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000188464,,
28/03/2020,Georgia,13,2366,69,8685,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000222841,,
29/03/2020,Georgia,13,2651,80,9913,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000249684,,
30/03/2020,Georgia,13,2809,87,9915,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000264565,,
31/03/2020,Georgia,13,3929,111,12252,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000370052,,
01/04/2020,Georgia,13,4638,139,15688,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000436829,,
02/04/2020,Georgia,13,5348,163,17609,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.0005037,,
03/04/2020,Georgia,13,5831,184,19434,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000549192,,
04/04/2020,Georgia,13,6160,201,20134,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000580178,,
05/04/2020,Georgia,13,6647,211,21185,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000626046,,
06/04/2020,Georgia,13,7314,229,23960,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000688868,,
07/04/2020,Georgia,13,8818,329,24895,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000830522,,
08/04/2020,Georgia,13,9901,362,28886,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000932524,,
09/04/2020,Georgia,13,10566,379,30519,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.000995157,,
10/04/2020,Georgia,13,11483,416,34664,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001081524,,
11/04/2020,Georgia,13,12159,428,39556,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001145193,,
12/04/2020,Georgia,13,12452,433,42001,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001172789,,
13/04/2020,Georgia,13,13315,464,43706,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001254071,,
14/04/2020,Georgia,13,14223,501,47572,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001339591,,
15/04/2020,Georgia,13,14987,552,49103,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001411548,,
16/04/2020,Georgia,13,15669,587,52270,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001475782,,
17/04/2020,Georgia,13,17194,650,54490,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001619414,,
18/04/2020,Georgia,13,17669,673,56539,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001664151,,
19/04/2020,Georgia,13,18301,687,61632,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001723676,,
20/04/2020,Georgia,13,18947,733,65381,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00178452,,
21/04/2020,Georgia,13,19881,799,68259,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001872488,,
22/04/2020,Georgia,13,20740,836,73332,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.001953393,,
23/04/2020,Georgia,13,21512,872,79550,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002026104,,
24/04/2020,Georgia,13,22147,892,85029,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002085911,,
25/04/2020,Georgia,13,22695,904,96319,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002137524,,
26/04/2020,Georgia,13,23401,912,99822,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002204019,,
27/04/2020,Georgia,13,23913,971,103256,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002252241,,
28/04/2020,Georgia,13,24615,1026,115405,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002318359,,
29/04/2020,Georgia,13,25572,1093,118367,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002408494,,
30/04/2020,Georgia,13,26155,1120,122889,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002463404,,
01/05/2020,Georgia,13,27270,1154,141097,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00256842,,
02/05/2020,Georgia,13,28306,1174,146494,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002665995,,
03/05/2020,Georgia,13,28602,1177,146494,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002693874,,
04/05/2020,Georgia,13,29368,1222,153957,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00276602,,
05/05/2020,Georgia,13,29711,1288,171172,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002798325,,
06/05/2020,Georgia,13,30696,1311,173441,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002891097,,
07/05/2020,Georgia,13,31439,1336,185864,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.002961076,,
08/05/2020,Georgia,13,32106,1377,195461,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003023898,,
09/05/2020,Georgia,13,32532,1400,202792,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00306402,,
10/05/2020,Georgia,13,33441,1405,210106,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003149634,,
11/05/2020,Georgia,13,33927,1441,217361,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003195408,,
12/05/2020,Georgia,13,34635,1461,227544,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003262091,,
13/05/2020,Georgia,13,35332,1505,238572,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003327738,,
14/05/2020,Georgia,13,35858,1527,250023,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003377279,,
15/05/2020,Georgia,13,36681,1557,265193,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003454793,,
16/05/2020,Georgia,13,37147,1592,283922,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003498683,,
17/05/2020,Georgia,13,37701,1606,313474,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003550862,,
18/05/2020,Georgia,13,38081,1642,326208,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003586652,,
19/05/2020,Georgia,13,38721,1664,339435,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00364693,,
20/05/2020,Georgia,13,39647,1687,363293,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003734145,,
21/05/2020,Georgia,13,40405,1754,367326,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003805537,,
22/05/2020,Georgia,13,41218,1785,386031,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00388211,,
23/05/2020,Georgia,13,42132,1811,411405,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.003968195,,
24/05/2020,Georgia,13,42838,1824,439116,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004034689,,
25/05/2020,Georgia,13,43344,1830,470201,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004082347,,
26/05/2020,Georgia,13,43730,1871,471215,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004118702,,
27/05/2020,Georgia,13,44421,1907,396335,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004183784,,
28/05/2020,Georgia,13,45070,1962,399576,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00424491,,
29/05/2020,Georgia,13,45670,1974,404601,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00430142,,
30/05/2020,Georgia,13,46286,2003,408552,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004359438,,
31/05/2020,Georgia,13,46986,2042,418539,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004425368,,
01/06/2020,Georgia,13,47618,2074,424013,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004484892,,
02/06/2020,Georgia,13,48207,2102,426080,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004540367,,
03/06/2020,Georgia,13,48894,2123,433818,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004605072,,
04/06/2020,Georgia,13,49847,2147,446484,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00469483,,
05/06/2020,Georgia,13,50621,2174,457167,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004767729,,
06/06/2020,Georgia,13,51309,2174,471548,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004832529,,
07/06/2020,Georgia,13,51898,2180,487986,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.004888003,,
08/06/2020,Georgia,13,52497,2208,496878,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.00494442,,
09/06/2020,Georgia,13,53249,2285,503934,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.005015247,,
10/06/2020,Georgia,13,53980,2329,516975,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.005084096,,
11/06/2020,Georgia,13,54973,2375,529268,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.005177622,,
12/06/2020,Georgia,13,55783,2418,536175,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.005253911,,
13/06/2020,Georgia,13,56801,2446,542879,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.005349792,,
14/06/2020,Georgia,13,57681,2451,563109,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.005432674,,
15/06/2020,Georgia,13,58414,2494,572082,0,55821,"$55,000 - $63,000",54.61,18,32,17,7,0.005501712,,
10/03/2020,Tennessee,47,7,0,0,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,1.02501E-06,,
11/03/2020,Tennessee,47,7,0,50,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,1.02501E-06,,
12/03/2020,Tennessee,47,18,0,79,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,2.63575E-06,,
13/03/2020,Tennessee,47,26,0,116,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,3.8072E-06,,
14/03/2020,Tennessee,47,32,0,130,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,4.68578E-06,,
15/03/2020,Tennessee,47,39,0,157,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,5.71079E-06,,
16/03/2020,Tennessee,47,52,0,270,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,7.61439E-06,,
17/03/2020,Tennessee,47,73,0,330,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,1.06894E-05,,
18/03/2020,Tennessee,47,98,0,349,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,1.43502E-05,,
19/03/2020,Tennessee,47,154,0,349,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,2.25503E-05,,
20/03/2020,Tennessee,47,228,0,563,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,3.33862E-05,,
21/03/2020,Tennessee,47,371,0,3272,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,5.43258E-05,,
22/03/2020,Tennessee,47,505,0,3272,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,7.39474E-05,,
23/03/2020,Tennessee,47,615,2,3272,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,9.00548E-05,,
24/03/2020,Tennessee,47,667,2,10517,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,9.76692E-05,,
25/03/2020,Tennessee,47,784,3,11012,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000114802,,
26/03/2020,Tennessee,47,957,3,13952,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000140134,,
27/03/2020,Tennessee,47,1203,6,14888,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000176156,,
28/03/2020,Tennessee,47,1373,6,16965,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000201049,,
29/03/2020,Tennessee,47,1537,7,19037,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000225064,,
30/03/2020,Tennessee,47,1834,13,21470,0,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000268554,,
31/03/2020,Tennessee,47,2239,23,25121,121,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000327858,,
01/04/2020,Tennessee,47,2683,24,29769,137,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000392873,,
02/04/2020,Tennessee,47,2845,32,31766,220,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000416595,,
03/04/2020,Tennessee,47,3067,37,34772,248,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000449103,,
04/04/2020,Tennessee,47,3321,43,38070,416,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000486296,,
05/04/2020,Tennessee,47,3633,44,41667,295,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000531982,,
06/04/2020,Tennessee,47,3802,65,43548,356,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000556729,,
07/04/2020,Tennessee,47,4138,72,48736,466,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.00060593,,
08/04/2020,Tennessee,47,4362,79,52256,592,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.00063873,,
09/04/2020,Tennessee,47,4634,94,55215,921,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000678559,,
10/04/2020,Tennessee,47,4862,98,57937,1145,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000711946,,
11/04/2020,Tennessee,47,5114,101,61714,1386,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000748846,,
12/04/2020,Tennessee,47,5308,101,65369,1504,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000777254,,
13/04/2020,Tennessee,47,5610,109,70585,1671,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000821476,,
14/04/2020,Tennessee,47,5823,124,73008,1969,56060,"$55,000 - $63,000",42.75,42,15,42,1,0.000852665,,
